DEAL_ID,FROM_CURRENCY,TO_CURRENCY,TIMESTAMP,AMOUNT
2673,AED,JOD,2018/2/02 12:10,91.0
2706,AED,CNY,2019/11/19 22:50,91.0
2739,USD,JOD,2019/05/08 00:50,91.0
2772,SAR,JOD,2018/2/02 12:10,956.0
2805,AED,USD,2018/2/02 12:10,215.0
2838,USD,SAR,2019/11/1 10:59,0.5
2871,CNY,SAR,2018/10/02 10:50,91.0
2904,AOA,SAR,2018/2/02 12:10,91.0
2937,USD,USD,2018/2/02 12:10,956.0
2970,USD,AED,2018/10/02 10:50,91.0
3003,AED,AED,2018/10/02 10:50,0.5
3036,JOD,CNY,2019/11/19 22:50,215.0
3069,SAR,AED,2019/11/1 10:59,0.0
3102,SAR,AED,2019/11/19 22:50,a0
3135,USD,CNY,2018/10/02 10:50,a0
3168,USD,AED,2019/11/1 10:59,0.0
3201,AOA,SAR,2019/11/1 10:59,956.0
3234,JOD,AED,2018/2/02 12:10,215.0
3267,JOD,JOD,2019/05/08 00:50,215.0
3300,CNY,CNY,2018/10/02 10:50,956.0
3333,CNY,USD,2018/10/02 10:50,178.0
3366,USD,SAR,2019/11/1 10:59,178.0
3399,AOA,CNY,2019/05/08 00:50,178.0
3432,SAR,JOD,2018/10/02 10:50,251
3465,AOA,JOD,2019/05/08 00:50,215.0
3498,CNY,AOA,2019/05/08 00:50,251
3531,AOA,JOD,2018/10/02 10:50,178.0
3564,USD,JOD,2018/10/02 10:50,0.5
3597,SAR,CNY,2019/05/08 00:50,956.0
3630,CNY,USD,2019/05/08 00:50,956.0
3663,AOA,SAR,2018/2/02 12:10,956.0
3696,AOA,USD,2019/05/08 00:50,0.0
3729,USD,SAR,2019/11/19 22:50,a0
3762,USD,AED,2018/2/02 12:10,0.5
3795,AOA,CNY,2019/11/1 10:59,956.0
3828,JOD,JOD,2018/10/02 10:50,0.0
3861,AED,CNY,2019/11/19 22:50,91.0
3894,AOA,AED,2018/10/02 10:50,215.0
3927,AOA,JOD,2019/05/08 00:50,178.0
3960,AED,SAR,2018/10/02 10:50,a0
3993,SAR,AED,2018/2/02 12:10,178.0
4026,AED,SAR,2019/11/1 10:59,91.0
4059,AOA,AED,2018/2/02 12:10,178.0
4092,SAR,JOD,2018/2/02 12:10,178.0
4125,AOA,CNY,2019/05/08 00:50,a0
4158,AOA,AOA,2019/05/08 00:50,956.0
4191,SAR,JOD,2019/11/19 22:50,956.0
4224,JOD,AED,2019/11/1 10:59,91.0
4257,JOD,AED,2019/05/08 00:50,0.0
4290,CNY,CNY,2018/10/02 10:50,91.0
4323,JOD,JOD,2019/11/1 10:59,178.0
4356,AED,USD,2019/05/08 00:50,956.0
4389,AED,USD,2018/2/02 12:10,251
4422,AOA,AED,2019/05/08 00:50,91.0
4455,AOA,AED,2019/11/1 10:59,91.0
4488,AOA,AED,2019/11/1 10:59,251
4521,JOD,CNY,2018/2/02 12:10,251
4554,JOD,AED,2019/11/1 10:59,251
4587,SAR,JOD,2019/11/19 22:50,91.0
4620,SAR,JOD,2019/11/19 22:50,956.0
4653,USD,USD,2019/05/08 00:50,91.0
4686,AED,AED,2019/05/08 00:50,91.0
4719,AED,SAR,2019/11/19 22:50,215.0
4752,CNY,AED,2019/11/1 10:59,956.0
4785,CNY,AED,2018/10/02 10:50,0.5
4818,SAR,JOD,2019/05/08 00:50,a0
4851,USD,CNY,2019/11/19 22:50,215.0
4884,SAR,AOA,2019/11/1 10:59,91.0
4917,JOD,AOA,2018/2/02 12:10,251
4950,CNY,SAR,2019/11/19 22:50,956.0
4983,JOD,CNY,2019/11/19 22:50,0.0
5016,USD,AED,2018/2/02 12:10,956.0
5049,CNY,JOD,2018/2/02 12:10,91.0
5082,JOD,JOD,2018/10/02 10:50,91.0
5115,AOA,SAR,2019/11/19 22:50,0.5
5148,USD,AED,2018/2/02 12:10,178.0
5181,USD,SAR,2019/11/19 22:50,91.0
5214,AOA,JOD,2019/05/08 00:50,91.0
5247,AOA,USD,2019/05/08 00:50,956.0
5280,AED,AOA,2019/05/08 00:50,178.0
5313,AOA,AOA,2019/11/19 22:50,178.0
5346,USD,CNY,2019/05/08 00:50,178.0
5379,JOD,AED,2018/10/02 10:50,0.5
5412,JOD,USD,2018/10/02 10:50,251
5445,CNY,JOD,2018/10/02 10:50,91.0
5478,SAR,JOD,2019/11/19 22:50,0.0
5511,AED,JOD,2019/11/1 10:59,0.5
5544,SAR,SAR,2018/2/02 12:10,251
5577,JOD,AED,2019/05/08 00:50,178.0
5610,JOD,AED,2018/10/02 10:50,0.5
5643,AED,JOD,2019/11/19 22:50,178.0
5676,AOA,AOA,2019/11/1 10:59,91.0
5709,SAR,SAR,2019/11/19 22:50,a0
5742,AOA,JOD,2019/11/19 22:50,215.0
5775,AOA,USD,2018/10/02 10:50,251
5808,AED,AOA,2018/2/02 12:10,91.0
5841,JOD,SAR,2018/10/02 10:50,178.0
5874,JOD,SAR,2019/11/1 10:59,215.0
5907,USD,CNY,2018/2/02 12:10,91.0
5940,JOD,AOA,2019/11/1 10:59,956.0
5973,SAR,CNY,2018/10/02 10:50,178.0
6006,SAR,USD,2018/2/02 12:10,91.0
6039,USD,AED,2019/05/08 00:50,0.0
6072,AOA,USD,2018/2/02 12:10,251
6105,AED,AED,2018/10/02 10:50,0.5
6138,JOD,SAR,2019/11/1 10:59,91.0
6171,CNY,USD,2018/2/02 12:10,178.0
6204,SAR,AED,2019/05/08 00:50,215.0
6237,AOA,AOA,2018/10/02 10:50,215.0
6270,USD,SAR,2019/11/1 10:59,251
6303,AOA,AED,2019/11/1 10:59,0.0
6336,USD,USD,2018/2/02 12:10,178.0
6369,JOD,AED,2019/11/1 10:59,91.0
6402,AOA,SAR,2019/11/1 10:59,0.5
6435,SAR,AED,2018/10/02 10:50,215.0
6468,AOA,CNY,2019/11/19 22:50,215.0
6501,SAR,SAR,2019/05/08 00:50,215.0
6534,JOD,USD,2018/2/02 12:10,956.0
6567,SAR,SAR,2018/2/02 12:10,215.0
6600,CNY,USD,2018/2/02 12:10,956.0
6633,CNY,AOA,2019/05/08 00:50,91.0
6666,SAR,AED,2019/11/1 10:59,91.0
6699,AOA,USD,2019/05/08 00:50,251
6732,USD,JOD,2019/05/08 00:50,215.0
6765,SAR,CNY,2019/11/1 10:59,251
6798,AED,JOD,2018/10/02 10:50,178.0
6831,CNY,SAR,2019/11/19 22:50,215.0
6864,USD,AOA,2019/11/19 22:50,215.0
6897,USD,AED,2019/11/1 10:59,0.5
6930,SAR,CNY,2019/05/08 00:50,956.0
6963,JOD,AED,2018/2/02 12:10,215.0
6996,JOD,CNY,2019/11/19 22:50,215.0
7029,USD,JOD,2018/2/02 12:10,0.5
7062,AED,USD,2018/10/02 10:50,91.0
7095,JOD,SAR,2019/11/19 22:50,251
7128,CNY,AED,2018/2/02 12:10,178.0
7161,CNY,USD,2018/2/02 12:10,178.0
7194,SAR,AED,2019/11/1 10:59,178.0
7227,JOD,SAR,2018/10/02 10:50,251
7260,SAR,SAR,2019/05/08 00:50,215.0
7293,SAR,USD,2019/11/19 22:50,215.0
7326,USD,SAR,2019/11/1 10:59,91.0
7359,AOA,USD,2019/05/08 00:50,251
7392,CNY,AED,2019/11/19 22:50,956.0
7425,SAR,AED,2018/10/02 10:50,178.0
7458,SAR,AED,2018/10/02 10:50,956.0
7491,SAR,AED,2019/05/08 00:50,91.0
7524,AED,USD,2019/11/19 22:50,251
7557,CNY,CNY,2018/2/02 12:10,a0
7590,CNY,AED,2019/11/19 22:50,178.0
7623,SAR,SAR,2019/11/1 10:59,0.5
7656,SAR,JOD,2018/2/02 12:10,178.0
7689,JOD,SAR,2018/10/02 10:50,0.5
7722,CNY,SAR,2019/05/08 00:50,a0
7755,AED,CNY,2019/11/1 10:59,91.0
7788,AOA,AED,2019/11/19 22:50,251
7821,USD,SAR,2018/2/02 12:10,251
7854,AED,AOA,2018/10/02 10:50,251
7887,JOD,JOD,2019/05/08 00:50,0.0
7920,USD,SAR,2019/05/08 00:50,91.0
7953,USD,SAR,2018/2/02 12:10,91.0
7986,USD,JOD,2019/05/08 00:50,956.0
8019,AED,CNY,2019/11/19 22:50,251
8052,USD,CNY,2018/10/02 10:50,0.5
8085,JOD,JOD,2019/05/08 00:50,215.0
8118,CNY,CNY,2019/11/19 22:50,178.0
8151,JOD,JOD,2019/11/19 22:50,215.0
8184,AED,USD,2018/2/02 12:10,215.0
8217,CNY,USD,2018/10/02 10:50,0.0
8250,AOA,AOA,2018/10/02 10:50,956.0
8283,SAR,SAR,2018/2/02 12:10,251
8316,AOA,JOD,2018/2/02 12:10,178.0
8349,JOD,JOD,2019/11/19 22:50,178.0
8382,SAR,CNY,2018/10/02 10:50,91.0
8415,USD,JOD,2018/10/02 10:50,a0
8448,SAR,CNY,2019/11/19 22:50,0.5
8481,CNY,JOD,2019/11/1 10:59,91.0
8514,AED,USD,2018/2/02 12:10,956.0
8547,USD,AOA,2018/2/02 12:10,178.0
8580,JOD,USD,2018/10/02 10:50,956.0
8613,USD,CNY,2019/11/1 10:59,0.5
8646,AOA,AED,2019/11/19 22:50,91.0
8679,AED,JOD,2019/11/1 10:59,0.5
8712,AOA,AED,2019/11/1 10:59,215.0
8745,AOA,USD,2018/2/02 12:10,956.0
8778,USD,CNY,2019/11/19 22:50,0.5
8811,AED,CNY,2019/11/1 10:59,91.0
8844,AED,CNY,2019/11/19 22:50,178.0
8877,AED,USD,2019/11/1 10:59,0.5
8910,SAR,SAR,2019/05/08 00:50,956.0
8943,AED,JOD,2019/05/08 00:50,178.0
8976,CNY,USD,2018/2/02 12:10,215.0
9009,CNY,SAR,2019/11/1 10:59,215.0
9042,AOA,AED,2019/05/08 00:50,215.0
9075,SAR,AED,2019/05/08 00:50,251
9108,CNY,AED,2019/11/19 22:50,251
9141,JOD,SAR,2019/05/08 00:50,91.0
9174,USD,USD,2019/05/08 00:50,0.5
9207,SAR,CNY,2019/11/19 22:50,a0
9240,JOD,USD,2019/11/19 22:50,956.0
9273,JOD,JOD,2018/2/02 12:10,0.5
9306,CNY,USD,2018/2/02 12:10,0.0
9339,SAR,AED,2019/05/08 00:50,956.0
9372,AED,SAR,2018/10/02 10:50,178.0
9405,AED,AED,2018/10/02 10:50,956.0
9438,CNY,CNY,2019/11/19 22:50,91.0
9471,USD,AED,2018/10/02 10:50,91.0
9504,JOD,CNY,2019/11/19 22:50,178.0
9537,USD,SAR,2019/11/19 22:50,956.0
9570,USD,AOA,2018/10/02 10:50,956.0
9603,JOD,AED,2019/05/08 00:50,215.0
9636,AOA,AED,2019/11/1 10:59,a0
9669,USD,CNY,2019/11/19 22:50,956.0
9702,JOD,USD,2018/10/02 10:50,215.0
9735,SAR,SAR,2019/05/08 00:50,215.0
9768,CNY,CNY,2018/2/02 12:10,251
9801,AED,JOD,2019/05/08 00:50,215.0
9834,AED,AOA,2019/11/1 10:59,178.0
9867,JOD,USD,2019/11/19 22:50,215.0
9900,AOA,AOA,2018/2/02 12:10,0.0
9933,JOD,CNY,2018/10/02 10:50,215.0
9966,AOA,SAR,2019/11/1 10:59,956.0
9999,JOD,USD,2019/11/19 22:50,251
10032,CNY,JOD,2018/2/02 12:10,251
10065,AOA,JOD,2019/11/1 10:59,251
10098,JOD,AED,2019/11/19 22:50,178.0
10131,AOA,JOD,2018/2/02 12:10,91.0
10164,SAR,AED,2019/05/08 00:50,0.0
10197,AED,JOD,2019/11/1 10:59,251
10230,AED,SAR,2019/11/1 10:59,0.5
10263,AOA,AED,2019/05/08 00:50,215.0
10296,AED,SAR,2019/11/19 22:50,91.0
10329,SAR,CNY,2018/10/02 10:50,91.0
10362,AOA,CNY,2018/2/02 12:10,91.0
10395,AOA,JOD,2018/2/02 12:10,215.0
10428,JOD,USD,2019/05/08 00:50,91.0
10461,SAR,JOD,2018/2/02 12:10,a0
10494,SAR,JOD,2019/11/19 22:50,a0
10527,CNY,JOD,2019/11/1 10:59,251
10560,JOD,USD,2018/2/02 12:10,a0
10593,USD,USD,2019/05/08 00:50,a0
10626,USD,CNY,2019/11/19 22:50,956.0
10659,SAR,AOA,2019/11/1 10:59,91.0
10692,SAR,AED,2019/11/1 10:59,215.0
10725,AOA,USD,2019/11/19 22:50,251
10758,CNY,JOD,2018/2/02 12:10,178.0
10791,JOD,CNY,2018/10/02 10:50,91.0
10824,JOD,AED,2018/10/02 10:50,251
10857,CNY,CNY,2019/11/1 10:59,215.0
10890,AOA,AED,2019/05/08 00:50,178.0
10923,USD,JOD,2018/2/02 12:10,91.0
10956,SAR,SAR,2019/11/19 22:50,91.0
10989,USD,USD,2019/05/08 00:50,215.0
11022,CNY,SAR,2018/10/02 10:50,a0
11055,JOD,JOD,2019/05/08 00:50,91.0
11088,CNY,CNY,2018/2/02 12:10,a0
11121,SAR,AOA,2019/11/1 10:59,178.0
11154,CNY,AOA,2019/11/1 10:59,215.0
11187,AOA,SAR,2018/2/02 12:10,251
11220,CNY,USD,2019/11/1 10:59,251
11253,AOA,USD,2019/05/08 00:50,178.0
11286,AOA,CNY,2019/11/1 10:59,178.0
11319,CNY,AOA,2018/10/02 10:50,91.0
11352,JOD,JOD,2019/11/1 10:59,0.0
11385,JOD,AOA,2018/2/02 12:10,178.0
11418,CNY,AED,2019/11/19 22:50,956.0
11451,USD,AED,2018/2/02 12:10,956.0
11484,JOD,AOA,2018/2/02 12:10,178.0
11517,SAR,USD,2018/10/02 10:50,956.0
11550,JOD,SAR,2019/05/08 00:50,215.0
11583,CNY,JOD,2019/05/08 00:50,956.0
11616,JOD,USD,2018/2/02 12:10,251
11649,CNY,CNY,2018/2/02 12:10,956.0
11682,AOA,SAR,2019/05/08 00:50,178.0
11715,AED,USD,2019/05/08 00:50,215.0
11748,CNY,JOD,2018/10/02 10:50,a0
11781,SAR,SAR,2019/11/19 22:50,91.0
11814,SAR,CNY,2019/11/19 22:50,91.0
11847,JOD,SAR,2018/10/02 10:50,215.0
11880,SAR,JOD,2018/2/02 12:10,91.0
11913,JOD,SAR,2019/05/08 00:50,215.0
11946,JOD,CNY,2019/11/19 22:50,a0
11979,CNY,AOA,2018/2/02 12:10,956.0
12012,JOD,AED,2018/2/02 12:10,956.0
12045,JOD,SAR,2019/11/1 10:59,215.0
12078,CNY,CNY,2019/05/08 00:50,0.5
12111,SAR,AED,2019/11/19 22:50,91.0
12144,USD,USD,2018/2/02 12:10,0.5
12177,AED,SAR,2019/05/08 00:50,215.0
12210,USD,USD,2019/11/1 10:59,91.0
12243,USD,SAR,2019/11/19 22:50,956.0
12276,AED,AED,2019/11/19 22:50,956.0
12309,USD,SAR,2019/05/08 00:50,91.0
12342,AOA,SAR,2018/2/02 12:10,0.0
12375,AOA,JOD,2018/10/02 10:50,215.0
12408,USD,SAR,2018/2/02 12:10,956.0
12441,CNY,AED,2018/10/02 10:50,215.0
12474,SAR,AED,2018/2/02 12:10,91.0
12507,CNY,SAR,2019/05/08 00:50,0.5
12540,AOA,AED,2018/2/02 12:10,215.0
12573,USD,SAR,2019/11/19 22:50,91.0
12606,AED,USD,2018/2/02 12:10,0.5
12639,USD,SAR,2018/10/02 10:50,251
12672,SAR,CNY,2018/10/02 10:50,178.0
12705,USD,SAR,2019/05/08 00:50,0.0
12738,USD,JOD,2019/11/19 22:50,178.0
12771,AED,SAR,2018/2/02 12:10,251
12804,USD,CNY,2019/05/08 00:50,251
12837,CNY,CNY,2019/11/1 10:59,178.0
12870,JOD,CNY,2018/10/02 10:50,251
12903,CNY,USD,2018/2/02 12:10,251
12936,USD,JOD,2019/11/1 10:59,251
12969,CNY,AED,2019/11/1 10:59,251
13002,USD,SAR,2018/2/02 12:10,a0
13035,JOD,SAR,2018/10/02 10:50,956.0
13068,USD,AOA,2019/11/19 22:50,251
13101,SAR,USD,2019/11/19 22:50,a0
13134,SAR,CNY,2018/2/02 12:10,178.0
13167,SAR,JOD,2019/11/1 10:59,215.0
13200,USD,CNY,2019/05/08 00:50,178.0
13233,JOD,SAR,2019/05/08 00:50,251
13266,JOD,CNY,2019/05/08 00:50,251
13299,USD,CNY,2018/2/02 12:10,215.0
13332,SAR,AED,2019/05/08 00:50,0.0
13365,AOA,AOA,2018/10/02 10:50,956.0
13398,JOD,SAR,2019/11/19 22:50,a0
13431,CNY,CNY,2019/11/1 10:59,215.0
13464,CNY,AOA,2019/05/08 00:50,0.5
13497,CNY,SAR,2018/2/02 12:10,956.0
13530,USD,AED,2018/2/02 12:10,215.0
13563,JOD,CNY,2019/11/19 22:50,91.0
13596,SAR,JOD,2018/10/02 10:50,91.0
13629,USD,SAR,2019/05/08 00:50,0.5
13662,AED,USD,2019/11/1 10:59,251
13695,AED,SAR,2019/11/19 22:50,178.0
13728,CNY,USD,2019/11/1 10:59,0.5
13761,JOD,JOD,2019/11/19 22:50,956.0
13794,AED,CNY,2019/05/08 00:50,0.0
13827,USD,JOD,2019/05/08 00:50,91.0
13860,JOD,SAR,2019/11/19 22:50,251
13893,JOD,USD,2019/11/19 22:50,91.0
13926,AOA,CNY,2019/11/1 10:59,956.0
13959,JOD,CNY,2019/11/19 22:50,0.0
13992,AOA,CNY,2019/11/19 22:50,215.0
14025,CNY,USD,2018/10/02 10:50,91.0
14058,AED,AED,2018/10/02 10:50,a0
14091,AOA,JOD,2018/2/02 12:10,91.0
14124,AED,JOD,2018/2/02 12:10,91.0
14157,AED,CNY,2019/11/1 10:59,91.0
14190,AOA,JOD,2018/10/02 10:50,956.0
14223,USD,CNY,2019/05/08 00:50,a0
14256,AED,CNY,2019/11/1 10:59,a0
14289,AOA,CNY,2019/11/1 10:59,215.0
14322,JOD,JOD,2019/05/08 00:50,178.0
14355,JOD,JOD,2019/11/1 10:59,956.0
14388,USD,CNY,2018/2/02 12:10,956.0
14421,AED,JOD,2018/10/02 10:50,0.5
14454,JOD,SAR,2019/11/19 22:50,251
14487,AOA,CNY,2019/11/19 22:50,91.0
14520,AOA,USD,2019/11/19 22:50,0.5
14553,SAR,AED,2018/10/02 10:50,0.0
14586,USD,SAR,2018/10/02 10:50,251
14619,AOA,AED,2019/11/1 10:59,956.0
14652,AOA,CNY,2018/2/02 12:10,0.0
14685,CNY,CNY,2018/10/02 10:50,251
14718,JOD,JOD,2019/05/08 00:50,178.0
14751,AOA,CNY,2019/11/19 22:50,91.0
14784,SAR,CNY,2019/11/19 22:50,178.0
14817,AED,CNY,2019/05/08 00:50,956.0
14850,AOA,CNY,2018/2/02 12:10,91.0
14883,CNY,JOD,2019/11/19 22:50,215.0
14916,AOA,USD,2018/2/02 12:10,956.0
14949,AED,USD,2019/05/08 00:50,251
14982,AED,JOD,2019/05/08 00:50,0.0
15015,JOD,USD,2018/10/02 10:50,0.0
15048,CNY,USD,2018/10/02 10:50,215.0
15081,CNY,SAR,2019/11/19 22:50,215.0
15114,CNY,SAR,2018/2/02 12:10,178.0
15147,JOD,AED,2018/2/02 12:10,91.0
15180,SAR,CNY,2019/11/19 22:50,a0
15213,USD,USD,2019/11/1 10:59,215.0
15246,CNY,SAR,2019/11/19 22:50,91.0
15279,JOD,JOD,2018/2/02 12:10,0.0
15312,AED,CNY,2019/11/19 22:50,215.0
15345,AOA,AOA,2019/11/1 10:59,0.5
15378,AED,USD,2019/05/08 00:50,178.0
15411,AOA,SAR,2018/2/02 12:10,91.0
15444,SAR,AED,2019/11/1 10:59,956.0
15477,AED,CNY,2018/2/02 12:10,0.5
15510,AOA,CNY,2019/11/1 10:59,91.0
15543,AED,USD,2019/11/19 22:50,215.0
15576,SAR,CNY,2019/05/08 00:50,215.0
15609,AED,JOD,2019/05/08 00:50,0.5
15642,AOA,AED,2018/10/02 10:50,178.0
15675,SAR,CNY,2019/11/1 10:59,956.0
15708,AED,JOD,2018/10/02 10:50,215.0
15741,SAR,CNY,2019/11/1 10:59,178.0
15774,JOD,AOA,2019/11/1 10:59,251
15807,USD,SAR,2019/11/1 10:59,215.0
15840,JOD,AED,2018/2/02 12:10,178.0
15873,AED,SAR,2019/11/19 22:50,956.0
15906,CNY,JOD,2018/2/02 12:10,215.0
15939,SAR,JOD,2019/11/19 22:50,251
15972,CNY,SAR,2018/2/02 12:10,956.0
16005,SAR,CNY,2019/11/19 22:50,178.0
16038,JOD,CNY,2018/2/02 12:10,91.0
16071,SAR,USD,2019/11/1 10:59,0.5
16104,AOA,USD,2018/2/02 12:10,251
16137,CNY,CNY,2018/2/02 12:10,0.5
16170,USD,USD,2019/11/19 22:50,215.0
16203,SAR,JOD,2018/10/02 10:50,956.0
16236,USD,AED,2019/05/08 00:50,956.0
16269,SAR,USD,2019/11/19 22:50,0.0
16302,CNY,CNY,2018/2/02 12:10,a0
16335,CNY,SAR,2019/11/1 10:59,215.0
16368,USD,USD,2018/2/02 12:10,0.0
16401,SAR,JOD,2019/11/1 10:59,0.0
16434,AED,USD,2019/05/08 00:50,215.0
16467,AED,SAR,2018/2/02 12:10,956.0
16500,SAR,USD,2019/11/19 22:50,956.0
16533,CNY,AED,2018/10/02 10:50,0.5
16566,CNY,CNY,2018/10/02 10:50,91.0
16599,USD,USD,2019/11/19 22:50,956.0
16632,AOA,AED,2018/2/02 12:10,251
16665,CNY,SAR,2019/05/08 00:50,215.0
16698,AED,JOD,2019/11/1 10:59,0.0
16731,JOD,CNY,2019/05/08 00:50,178.0
16764,AED,CNY,2019/11/1 10:59,956.0
16797,JOD,CNY,2019/11/1 10:59,0.0
16830,JOD,CNY,2019/05/08 00:50,178.0
16863,AOA,AED,2018/10/02 10:50,178.0
16896,SAR,AED,2019/11/1 10:59,91.0
16929,CNY,JOD,2019/05/08 00:50,956.0
16962,SAR,SAR,2018/2/02 12:10,91.0
16995,SAR,AOA,2018/10/02 10:50,91.0
17028,USD,USD,2018/10/02 10:50,91.0
17061,AOA,USD,2018/10/02 10:50,215.0
17094,SAR,CNY,2019/11/1 10:59,215.0
17127,AED,AED,2019/11/1 10:59,91.0
17160,CNY,AOA,2018/10/02 10:50,91.0
17193,SAR,JOD,2019/11/19 22:50,251
17226,USD,AED,2019/11/1 10:59,178.0
17259,CNY,AED,2019/11/1 10:59,215.0
17292,AED,JOD,2018/10/02 10:50,215.0
17325,SAR,CNY,2019/05/08 00:50,956.0
17358,JOD,AED,2018/2/02 12:10,91.0
17391,CNY,CNY,2019/05/08 00:50,178.0
17424,JOD,JOD,2019/11/1 10:59,91.0
17457,SAR,JOD,2019/05/08 00:50,251
17490,USD,USD,2018/10/02 10:50,178.0
17523,JOD,SAR,2018/10/02 10:50,956.0
17556,SAR,AED,2019/11/1 10:59,91.0
17589,JOD,AED,2019/05/08 00:50,91.0
17622,CNY,USD,2018/10/02 10:50,178.0
17655,SAR,CNY,2018/2/02 12:10,a0
17688,AOA,USD,2019/05/08 00:50,251
17721,AOA,USD,2018/10/02 10:50,251
17754,AED,JOD,2019/11/1 10:59,178.0
17787,SAR,JOD,2019/11/1 10:59,956.0
17820,JOD,SAR,2019/11/1 10:59,251
17853,AOA,AED,2018/10/02 10:50,956.0
17886,AED,SAR,2019/11/1 10:59,215.0
17919,SAR,AED,2019/05/08 00:50,91.0
17952,AOA,CNY,2019/11/1 10:59,956.0
17985,JOD,JOD,2018/2/02 12:10,0.5
18018,AOA,SAR,2019/05/08 00:50,178.0
18051,AED,AOA,2019/05/08 00:50,215.0
18084,JOD,USD,2019/11/1 10:59,178.0
18117,JOD,JOD,2019/11/19 22:50,178.0
18150,SAR,SAR,2019/11/19 22:50,215.0
18183,JOD,SAR,2019/05/08 00:50,91.0
18216,AOA,JOD,2019/11/19 22:50,251
18249,USD,AED,2018/2/02 12:10,178.0
18282,CNY,SAR,2018/10/02 10:50,956.0
18315,AED,SAR,2019/11/1 10:59,91.0
18348,SAR,SAR,2019/11/19 22:50,178.0
18381,CNY,USD,2019/05/08 00:50,251
